cancer	pathway	pathway_size	pc1	pval	es	p.adjust
ACC	REACTOME_RUNX3_REGULATES_BCL2L11_BIM_TRANSCRIPTION	5	37.57	0	3.41628332125863	0
ACC	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	15	28.67	0	3.40167802961382	0
ACC	REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	24	25.844	0	3.36687529125282	0
ACC	REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	23	26.119	0	3.35928952020108	0
ACC	REACTOME_NEF_AND_SIGNAL_TRANSDUCTION	8	32.723	0	3.35447991691247	0
ACC	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	11	30.351	0	3.31785495697014	0
ACC	REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM	10	30.988	0	3.31112181741039	0
ACC	REACTOME_INTERLEUKIN_36_PATHWAY	7	33.311	0	3.29796091930713	0
ACC	REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING	22	26.318	0	3.27823410807163	0
BLCA	REACTOME_PD_1_SIGNALING	21	28.427	0	13.8598220548257	0
BLCA	REACTOME_ORGANIC_ANION_TRANSPORT	5	36.562	0	8.81866735951222	0
BLCA	REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	11	27.067	0	8.7844827110255	0
BLCA	REACTOME_ACTIVATION_OF_C3_AND_C5	7	29.391	0	7.62272254885096	0
BLCA	REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS	6	29.404	0	6.99017510135843	0
BLCA	REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7	7	27.112	0	6.55485020355349	0
BRCA	REACTOME_PD_1_SIGNALING	21	31.539	0	9.2348226369084	0
BRCA	REACTOME_ORGANIC_ANION_TRANSPORT	5	46.373	0	8.19219693314899	0
BRCA	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	32	25.476	0	7.68091921373565	0
BRCA	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS	8	36.716	0	7.17794772478906	0
BRCA	REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	11	31.81	0	6.74942823447346	0
BRCA	REACTOME_COHESIN_LOADING_ONTO_CHROMATIN	10	32.33	0	6.63372028090429	0
BRCA	REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	14	29.181	0	6.39986708966483	0
BRCA	REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	11	29.757	0	5.96112583673808	0
BRCA	REACTOME_INTERLEUKIN_36_PATHWAY	7	34.965	0	5.87903608108101	0
BRCA	REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D	8	32.58	0	5.78796402883564	0
BRCA	REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15	8	32.534	0	5.77250482912243	0
BRCA	REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	13	27.518	0	5.75405702222648	0
BRCA	REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS	15	26.34	0	5.43589714752177	0
BRCA	REACTOME_LIGAND_RECEPTOR_INTERACTIONS	8	31.101	0	5.29091715109988	0
BRCA	REACTOME_DEFECTIVE_CHST6_CAUSES_MCDC1	8	30.523	0	5.09666894600775	0
BRCA	REACTOME_CHYLOMICRON_ASSEMBLY	10	28.052	0	5.03157330077758	0
BRCA	REACTOME_CHYLOMICRON_REMODELING	10	27.926	0	4.98438524105435	0
CESC	REACTOME_PD_1_SIGNALING	21	36.822	0	16.3080222189454	0
CESC	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	32	29.744	0	15.0249159015786	0
CESC	REACTOME_DNA_STRAND_ELONGATION	32	25.804	0	11.965377106578	0
CESC	REACTOME_INTERLEUKIN_36_PATHWAY	7	41.237	0	11.4669345125592	0
CESC	REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	11	32.079	0	9.95508478891875	0
CESC	REACTOME_UNWINDING_OF_DNA	12	29.316	0	9.1702809774867	0
CESC	REACTOME_ORGANIC_ANION_TRANSPORT	5	40.449	0	8.94853579701945	0
CESC	REACTOME_INTERLEUKIN_21_SIGNALING	10	28.58	0	7.78019131742702	0
CESC	REACTOME_FCGR_ACTIVATION	12	26.583	0	7.69355514949414	0
CESC	REACTOME_CHYLOMICRON_REMODELING	10	27.931	0	7.4557136166951	0
CESC	REACTOME_OAS_ANTIVIRAL_RESPONSE	9	29.045	0	7.32481255347853	0
CHOL	REACTOME_COMPLEMENT_CASCADE	57	27.349	0	7.93942579850656	0
CHOL	REACTOME_BETA_DEFENSINS	38	30.284	0	7.55126857195439	0
CHOL	REACTOME_CHYLOMICRON_REMODELING	10	41.264	0	7.43495526943461	0
CHOL	REACTOME_BIOSYNTHESIS_OF_MARESIN_LIKE_SPMS	6	43.715	0	6.44005475960134	0
CHOL	REACTOME_DEFENSINS	46	27.008	0	6.3075518971294	0
CHOL	REACTOME_PLASMA_LIPOPROTEIN_REMODELING	32	28.394	0	6.23929098134812	0
CHOL	REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT	8	39.66	0	6.10963383214502	0
CHOL	REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	38	27.107	0	5.85413664739279	0
CHOL	REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	22	30.875	0	5.77176647834189	0
CHOL	REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	11	34.601	0	5.53717967239687	0
CHOL	REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	48	25.021	0	5.52207419112541	0
CHOL	REACTOME_CHYLOMICRON_ASSEMBLY	10	35.181	0	5.46939966908761	0
CHOL	REACTOME_MISCELLANEOUS_SUBSTRATES	12	33.343	0	5.31066597680443	0
CHOL	REACTOME_FATTY_ACIDS	15	31.217	0	5.088330954054	0
CHOL	REACTOME_GLUCURONIDATION	25	27.798	0	5.06364142899707	0
CHOL	REACTOME_REMOVAL_OF_AMINOTERMINAL_PROPEPTIDES_FROM_GAMMA_CARBOXYLATED_PROTEINS	10	33.898	0	5.05483319937773	0
CHOL	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	5	40.722	0	5.05308652117915	0
CHOL	REACTOME_MET_ACTIVATES_PTK2_SIGNALING	30	26.693	0	5.04927717192941	0
CHOL	REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION	22	28.917	0	4.95949818892431	0
CHOL	REACTOME_XENOBIOTICS	24	28.347	0	4.90633228535511	0
CHOL	REACTOME_BIOSYNTHESIS_OF_MARESINS	8	35.217	0	4.78288857656851	0
CHOL	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS	8	35.2	0	4.77781212611953	0
CHOL	REACTOME_CYP2E1_REACTIONS	11	32.232	0	4.75521588210127	0
CHOL	REACTOME_TIGHT_JUNCTION_INTERACTIONS	28	26.238	0	4.65638363250785	0
CHOL	REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION	8	34.702	0	4.62910198943776	0
CHOL	REACTOME_SYNTHESIS_OF_16_20_HYDROXYEICOSATETRAENOIC_ACIDS_HETE	9	32.456	0	4.17079972034763	0
CHOL	REACTOME_DIGESTION_OF_DIETARY_LIPID	6	35.393	0	4.1341938585245	0
CHOL	REACTOME_CHYLOMICRON_CLEARANCE	5	37.259	0	4.13118791500621	0
CHOL	REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES	19	26.966	0	4.06434760597093	0
COAD	REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC	16	30.86	0	5.14703701194784	0
COAD	REACTOME_FATTY_ACIDS	15	30.736	0	5.11235286794096	0
COAD	REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7	7	35.574	0	4.4217841775017	0
COAD	REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS	17	28.366	0	4.35070898866507	0
COAD	REACTOME_LONG_TERM_POTENTIATION	23	25.554	0	4.20440687544963	0
COAD	REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	10	31.029	0	4.14461105879822	0
COAD	REACTOME_EICOSANOIDS	12	28.928	0	3.95822065941447	0
COAD	REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS	18	26.436	0	3.93641735361348	0
COAD	REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY	11	29.178	0	3.84711374392041	0
COAD	REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING	13	28.701	0	3.79919191470342	0
COAD	REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION	21	25.624	0	3.78748772281584	0
COAD	REACTOME_COMPETING_ENDOGENOUS_RNAS_CERNAS_REGULATE_PTEN_TRANSLATION	8	31.079	0	3.62755004646458	0
COAD	REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION	18	25.461	0	3.56798203551622	0
COAD	REACTOME_MISCELLANEOUS_SUBSTRATES	12	27.715	0	3.56769467951535	0
DLBC	REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	127	29.782	0	8.40581017002259	0
DLBC	REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	30	40.403	0	8.33877917778844	0
DLBC	REACTOME_PD_1_SIGNALING	21	41.366	0	7.20697903313451	0
DLBC	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	32	36.364	0	7.1426263928344	0
DLBC	REACTOME_RHO_GTPASE_CYCLE	139	28.068	0	6.90466428525094	0
DLBC	REACTOME_PARASITE_INFECTION	59	32.113	0	6.81875250627252	0
DLBC	REACTOME_INTERFERON_GAMMA_SIGNALING	89	29.329	0	6.60688674771565	0
DLBC	REACTOME_CD22_MEDIATED_BCR_REGULATION	5	53.123	0	6.30945995170758	0
DLBC	REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	110	28.002	0	6.18004753327538	0
DLBC	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	94	28.8	0	6.16755051872518	0
DLBC	REACTOME_CELL_CELL_COMMUNICATION	128	27.287	0	6.09812979705675	0
DLBC	REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	48	32.255	0	6.06870739520568	0
DLBC	REACTOME_INTERLEUKIN_2_SIGNALING	12	42.167	0	5.96384696705245	0
DLBC	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	102	27.905	0	5.85413300405305	0
DLBC	REACTOME_LAMININ_INTERACTIONS	30	33.621	0	5.48827028805517	0
DLBC	REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	67	29.569	0	5.48595029428182	0
DLBC	REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	11	41.805	0	5.4552082500602	0
DLBC	REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES	36	31.74	0	5.36841715190151	0
DLBC	REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	86	27.746	0	5.30956676637205	0
DLBC	REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	44	31.041	0	5.26624557368647	0
DLBC	REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	100	27.105	0	5.25954886991838	0
DLBC	REACTOME_REGULATION_OF_SIGNALING_BY_CBL	22	34.656	0	5.07576631952166	0
DLBC	REACTOME_CELL_JUNCTION_ORGANIZATION	90	27.283	0	5.02805067231901	0
DLBC	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	120	26.355	0	5.0205462885013	0
DLBC	REACTOME_NONSENSE_MEDIATED_DECAY_NMD	116	26.546	0	4.99825300308541	0
DLBC	REACTOME_TCR_SIGNALING	117	26.054	0	4.8654544217987	0
DLBC	REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION	8	43.259	0	4.83654002244203	0
DLBC	REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	31	31.646	0	4.78105759198972	0
DLBC	REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS	28	32.499	0	4.76812598753027	0
DLBC	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	98	26.564	0	4.74771863503771	0
DLBC	REACTOME_SIGNALING_BY_SCF_KIT	43	29.635	0	4.69698103676747	0
DLBC	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	113	26.038	0	4.69608366872874	0
DLBC	REACTOME_REGULATION_OF_KIT_SIGNALING	16	35.91	0	4.6882406607455	0
DLBC	REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY	17	35.304	0	4.65946340236818	0
DLBC	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	59	28.28	0	4.5871993711776	0
DLBC	REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	19	34.632	0	4.53750160048206	0
DLBC	REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER	75	27.286	0	4.53570590849411	0
DLBC	REACTOME_FCGR_ACTIVATION	12	36.952	0	4.47440315845937	0
DLBC	REACTOME_PECAM1_INTERACTIONS	12	36.5	0	4.34530850812685	0
DLBC	REACTOME_SIGNALING_BY_HIPPO	20	33.696	0	4.34235020509398	0
DLBC	REACTOME_NEF_AND_SIGNAL_TRANSDUCTION	8	41.053	0	4.32725071431648	0
DLBC	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	96	25.86	0	4.32268008564694	0
ESCA	REACTOME_INTERLEUKIN_36_PATHWAY	7	43.072	0	9.54408418667649	0
ESCA	REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY	11	32.748	0	7.82868549052286	0
ESCA	REACTOME_PD_1_SIGNALING	21	26.678	0	7.25081787371367	0
ESCA	REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES	11	31.393	0	7.24803904373614	0
ESCA	REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	11	31.218	0	7.17304780522125	0
ESCA	REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	11	30.371	0	6.81009021080919	0
ESCA	REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	13	28.552	0	6.72082094324259	0
ESCA	REACTOME_COHESIN_LOADING_ONTO_CHROMATIN	10	29.35	0	6.0385749775723	0
ESCA	REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	16	25.966	0	5.95234632643499	0
GBM	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	127	33.558	0	11.8203252032685	0
GBM	REACTOME_GLUCURONIDATION	25	35.934	0	6.23340377863296	0
GBM	REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	63	29.126	0	6.00462238807346	0
GBM	REACTOME_TIGHT_JUNCTION_INTERACTIONS	28	34.669	0	5.99884348637449	0
GBM	REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	87	27.035	0	5.92795231068781	0
GBM	REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC	16	37.25	0	5.37629001401118	0
GBM	REACTOME_CELL_JUNCTION_ORGANIZATION	90	26.332	0	5.26565053139785	0
GBM	REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION	21	34.531	0	5.14486018028767	0
GBM	REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	10	41	0	4.99626865556005	0
GBM	REACTOME_LGI_ADAM_INTERACTIONS	14	37.655	0	4.99184329649732	0
GBM	REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO	10	38.468	0	4.38373488120173	0
GBM	REACTOME_LONG_TERM_POTENTIATION	23	31.554	0	4.29179883348173	0
GBM	REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	19	33.018	0	4.28034384274927	0
GBM	REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS	17	33.542	0	4.23063919002396	0
GBM	REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES	20	31.834	0	4.13248043768663	0
GBM	REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	62	25.809	0	4.09020306454059	0
GBM	REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	29	29.002	0	3.9994594225721	0
GBM	REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM	10	36.292	0	3.85732354905177	0
GBM	REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	30	28.432	0	3.81957217083914	0
GBM	REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	23	30.095	0	3.78906696984507	0
GBM	REACTOME_DECTIN_2_FAMILY	26	29.124	0	3.7873102220078	0
GBM	REACTOME_GABA_RECEPTOR_ACTIVATION	60	25.346	0	3.73058061823439	0
GBM	REACTOME_NEUREXINS_AND_NEUROLIGINS	56	25.555	0	3.72715924889073	0
GBM	REACTOME_DEFECTIVE_CSF2RB_CAUSES_PULMONARY_SURFACTANT_METABOLISM_DYSFUNCTION_5_SMDP5	8	37.553	0	3.71150378087924	0
GBM	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	11	34.97	0	3.69585908115584	0
GBM	REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	51	25.536	0	3.54073673773526	0
GBM	REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	31	27.547	0	3.52486027866521	0
HNSC	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	127	29.913	0	20.9285194160294	0
HNSC	REACTOME_INTERLEUKIN_36_PATHWAY	7	46.309	0	9.39508297907089	0
HNSC	REACTOME_STRIATED_MUSCLE_CONTRACTION	36	25.926	0	8.61389360914232	0
HNSC	REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY	11	36.537	0	8.38586288182429	0
HNSC	REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS	6	38.509	0	6.74771543900055	0
HNSC	REACTOME_PD_1_SIGNALING	21	26.339	0	6.52834981284577	0
HNSC	REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS	5	38.041	0	5.79196349670176	0
HNSC	REACTOME_ANCHORING_FIBRIL_FORMATION	15	26.615	0	5.74296577027635	0
HNSC	REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA	9	30.204	0	5.56541632162461	0
HNSC	REACTOME_ORGANIC_ANION_TRANSPORT	5	36.431	0	5.35064269920933	0
HNSC	REACTOME_OAS_ANTIVIRAL_RESPONSE	9	29.195	0	5.21778817856456	0
HNSC	REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	11	26.942	0	4.88264784866036	0
HNSC	REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION	6	31.626	0	4.71313446482294	0
HNSC	REACTOME_UNWINDING_OF_DNA	12	25.314	0	4.52169593358902	0
HNSC	REACTOME_SYNTHESIS_OF_KETONE_BODIES	8	28.095	0	4.29693249607737	0
HNSC	REACTOME_ESTROGEN_BIOSYNTHESIS	6	29.31	0	4.02853624657576	0
KICH	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	127	39.511	0	8.82867861463636	0
KICH	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	100	35.738	0	5.70032566103689	0
KICH	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS	124	34.531	0	5.45183234395682	0
KICH	REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	22	44.955	0	5.09394760495967	0
KICH	REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	55	36.162	0	4.25317822483389	0
KICH	REACTOME_INSULIN_RECEPTOR_RECYCLING	26	40.107	0	4.22148491047101	0
KICH	REACTOME_DNA_STRAND_ELONGATION	32	39.237	0	4.16165516901454	0
KICH	REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	37	37.409	0	4.04559257613448	0
KICH	REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	11	46.053	0	4.03110654403868	0
KICH	REACTOME_NUCLEOTIDE_SALVAGE	23	40.405	0	3.93808588121865	0
KICH	REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	21	40.096	0	3.69967735918012	0
KICH	REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	42	35.753	0	3.67181020696358	0
KICH	REACTOME_TP53_REGULATES_METABOLIC_GENES	86	32.404	0	3.59728410521128	0
KICH	REACTOME_REMOVAL_OF_AMINOTERMINAL_PROPEPTIDES_FROM_GAMMA_CARBOXYLATED_PROTEINS	10	46.538	0	3.57005442332772	0
KICH	REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	31	37.165	0	3.55669271606705	0
KICH	REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION	10	46.249	0	3.51421956119201	0
KICH	REACTOME_ACTIVATION_OF_C3_AND_C5	7	49.432	0	3.50121665502579	0
KICH	REACTOME_LAGGING_STRAND_SYNTHESIS	20	39.927	0	3.47116895562388	0
KICH	REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS	28	37.244	0	3.45670961805965	0
KICH	REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE	72	32.646	0	3.37983044419884	0
KICH	REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	29	36.546	0	3.33239102644666	0
KICH	REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	21	38.758	0	3.32787202122972	0
KICH	REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	16	41.491	0	3.30601610002496	0
KICH	REACTOME_PYRIMIDINE_SALVAGE	11	42.688	0	3.30411912909182	0
KICH	REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	33	36.071	0	3.23941414627294	0
KICH	REACTOME_BETA_DEFENSINS	38	35.191	0	3.22730040893769	0
KICH	REACTOME_CARNITINE_METABOLISM	14	40.98	0	3.1920227472736	0
KICH	REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	24	37.682	0	3.17032738188219	0
KICH	REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	126	30.898	0	3.16393965277672	0
KICH	REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES	11	41.934	0	3.14122209762973	0
KICH	REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	67	32.655	0	3.13341053115475	0
KICH	REACTOME_MITOTIC_SPINDLE_CHECKPOINT	110	30.79	0	3.09798008476526	0
KICH	REACTOME_LIPOPHAGY	9	44.657	0	3.09456664540294	0
KICH	REACTOME_COMPLEX_I_BIOGENESIS	55	33.466	0	3.09155831706269	0
KICH	REACTOME_PTK6_REGULATES_PROTEINS_INVOLVED_IN_RNA_PROCESSING	5	50.972	0	3.06880308448729	0
KIRC	REACTOME_ORGANIC_ANION_TRANSPORT	5	55.132	0	9.71665712761392	0
KIRC	REACTOME_PD_1_SIGNALING	21	32.013	0	7.91263044810289	0
KIRC	REACTOME_LAMININ_INTERACTIONS	30	26.927	0	6.98434859200562	0
KIRC	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	32	26.698	0	6.94520889079433	0
KIRC	REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	11	35.708	0	6.91392149255869	0
KIRC	REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	14	32.259	0	6.17795523822465	0
KIRC	REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	8	32.99	0	5.05028542339754	0
KIRC	REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	18	26.595	0	4.97568388154856	0
KIRC	REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	19	26.27	0	4.86840035769788	0
KIRC	REACTOME_FCGR_ACTIVATION	12	29.487	0	4.76047147571138	0
KIRC	REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7	7	33.605	0	4.71282760851945	0
KIRC	REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS	5	36.971	0	4.60225014122716	0
